109;Present and past;is this verb normally used in present continuous<br>swear;no;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>use;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>give;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>tell;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>work;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>call;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>try;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>ask;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>become;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>leave;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>put;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>mean;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>keep;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>let;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>begin;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>help;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>talk;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>turn;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>start;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>show;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>hear;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>play;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>run;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>move;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
110;Present and past;is this verb normally used in present continuous<br>hold;yes;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
117;Present and past;tense where think means 'believe' or 'have an opinion';present simple<br>I think Mary is Canadian;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
118;Present and past;tense where think means 'consider';present continuous and present simple<br><br>I’m thinking about what happened. I often think about it;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
119;Present and past;the meaning of<br>subject am/is/are being adj;to say how somebody is behaving now<br>I can’t understand why he’s being so selfish. He isn’t usually like that;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
120;;is selfish;be selfish generally, not only at the moment;Unit 4 Present continuous and present simple 2 (I am doing and I do);English Grammar In Use
121;Present and past;UK version of<br>I have;I have got (I've got);Unit 9;Essential Grammar In Use
122;Present and past;UK version of<br>he has;he has got (he's got);Unit 9;Essential Grammar In Use
123;Present and past;UK version of<br>I don't have;I haven't got;Unit 9;Essential Grammar In Use
124;Present and past;UK version of<br>he doesn't have;he hasn't got;Unit 9;Essential Grammar In Use
125;Present and past;UK version of<br>do I have;Have I got;Unit 9;Essential Grammar In Use
126;Present and past;UK version of<br>does he have;Has he got;Unit 9;Essential Grammar In Use
127;Passive;passive voice of past continuous;was/were + being + V3 (+ by ...)<br>The room was being cleaned when I arrived;Unit 43 Passive 2;English Grammar In Use
128;Present and past;tense<br>in the middle of an action;past continuous;Unit 6;English Grammar In Use
130;Present and past;tense<br>one thing happened after another;past simple + past simple;;
131;Present and past;tense<br>something happened in the middle of something else;past simple + past continuous;;
;;# PAST SIMPLE;;;
132;;passive voice;was/were + V3 (+ by ...);;
133;;the meaning<br>He used to work here;he worked here before, but he doesn't work here now;;
134;;the negative of<br>used to;Didn't use to ...;;
135;;the question of<br>used to;Did you use to ... ?;;
136;;Can we say 'I use to ...' for the present?;No. We use <b>used to ...<b> only for the past;;
137;;how to use <b>there is</b> in past simple?;<b>there was</b> or <b>there were</b>;;
;;# PAST CONTINUOUS AND PAST SIMPLE;;;
138;Present and past;tense<br>unfinished past action;past continuous;Unit 14 I was doing (past continuous) and I did (past simple);Essential Grammar In Use
139;Present and past;tense<br>completed past action;past simple;Unit 14 I was doing (past continuous) and I did (past simple);Essential Grammar In Use
;;# PRESENT PERFECT AND PAST SIMPLE;;;
140;;action in the past that has connection with now;present perfect - I've lost my key. I don't have it;;
141;;action in the past that no longer true now;past simple - I lost my key yesterday. But now I have it;;
142;;talking about a period of time that continues from the past until now (Something that may be considered as an achievement);present perfect. (Have you ever) been to ... = visited;;
143;;talking about things that happened or didn't happen in someone's life but without connection to particular time;present perfect. Have you seen this movie?;;
144;;talking about things that lasted some time until now;present perfect. How long have you been married?;;
163;;tense if there is no time marker at all;probably present perfect. I have lost my key. Have you seen Kate?;;
164;;tense when we talk about historical person;past simple;;
165;;tense to ask When ... ?;past simple;;
166;;tense to ask What time ... ?;past simple;;
;;# PRESENT PERFECT;;;
167;;passive voice;has/have + been + V3 (+ by ...);Unit 22 is being done has been done (passive 2);
168;;has gone to somewhere;he is there now or on his way there;;
169;;has been to somewhere;he was somewhere but now he is here;;
170;;It's the first time something...<br>has happened or happens;has happened;;
171;;how to use <b>there is</b> in present perfect?;<b>there have been</b> or <b>there has been</b>;;
;;# MODAL VERBS;;;
172;;the meaning of<br>I might/may (not) do something;it is possible that I will (not) do something;;
173;;the meaning of<br>I can (not) do something;I know how to do it, or it is possible for me to do it;;
174;;the meaning of<br>I could (not) do something;I knew how to do it, or it was possible for me to do it;;
175;;questions with might;Might I see your credit card (VERY polite);;
176;;questions with may;May I help you (polite);;
177;;the meaning of<br>Can/Could you ... ?;to ask people to do things;;
178;;the meaning of<br>Can I have/get ... ?;to ask for something;;
179;;the meaning of<br>Can/Could I ... ?;is it OK to do something?;;
180;;the meaning of<br>I must do something;I need to do it;;
181;;the meaning of<br>I mustn't do something;it is necessary not to do it, it is the wrong thing to do;;
182;;the meaning of<br>I don't need to do something;it is not necessary;;
183;;the meaning of<br>I don't have to do something;it is not necessary;;
184;;what to use instead of <b>must</b> in the past?;had to;;
185;;the meaning of<br>You should do something;it is a good thing to do, it is the right thing to do;;
186;;the meaning of<br>You shouldn't do something;it is not a good thing to do;;
187;;which is stronger<br>must or should;must;;
188;;modal with same meaning to should;ought to;;
189;;the meaning of<br>I have to do something;it is necessary for me to do it, I am obliged to do it;;
190;;modal verb to say what you think is necessary, when you give your opinion;must or have to (You must see it. or You have to see it.);;
191;;modal verb to say something is necessary, but it's not your opinion;have to (Jane won't be at work this afternoon. She has to go to the doctor.);;
192;;the meaning of<br>I'd like;is a polite way to say 'I want';;
193;;the meaning of<br>Would you like ... ?;Do you want ... ?;;
194;;the using of<br>Would you like ... ?;to offer things, to invite somebody;;
195;;difference between<br>Would you like ... ? and Do you like ... ?;Would you like some tea? = Do you want some tea?<br>Do you like tea? = Do you think tea is nice?;;
;;# 53;;;
196;;enjoy +;V + ing;;
197;;mind +;V + ing;;
198;;suggest +;V + ing) or that …;;
199;;stop +;V + ing;;
200;;finish +;V + ing;;
201;;avoid +;V + ing;;
202;;fancy +;V + ing;;
203;;consider +;V + ing;;
204;;postpone +;V + ing;;
205;;admit +;V + ing) or that …;;
206;;imagine +;V + ing;;
207;;deny +;V + ing) or that …;;
208;;risk +;V + ing;;
209;;keep +;V + ing;;
210;;!think +;V + ing;;
211;;negative form V + V + ing;V + not + V + ing;;
212;;passive form V + V + ing;V + being + V3;;
213;;perfect form V + V + ing;V + having + V3 but sometimes V + ing) is ok;;
214;;give up;V + ing;;
215;;put off;V + ing;;
216;;go on;V + ing;;
217;;carry on;V + ing;;
218;;keep or;V + ing;;
219;;keep on;V + ing;;
;;54;;;
220;;offer +;to + V);;
221;;agree +;to + V);;
222;;refuse +;to + V);;
223;;decide +;to + V) or QW + to + V);;
224;;plan +;to + V);;
225;;arrange +;to + V);;
226;;hope +;to + V);;
227;;manage +;to + V);;
228;;fail +;to + V);;
229;;deserve +;to + V);;
230;;afford +;to + V);;
231;;forget +;to + V) or QW + to + V);;
232;;promise +;to + V);;
233;;threaten +;to + V);;
234;;learn +;to + V) or QW + to + V);;
235;;negative infinitive form V + to + V;V + not + to + V);;
236;;seem +;to + V);;
237;;appear +;to + V);;
238;;tend +;to + V);;
239;;pretend +;to + V);;
240;;claim +;to + V);;
241;;continuous infinitive form V + to + V;V + to be + V + ing);;
242;;perfect infinitive form V + to + V;V + to be + V + ing);;
243;;dare +;to + V) or V);;
244;;dare not +;V);;
245;;ask +;QW + to + V) or somebody + QW + to + V);;
246;;decide +;QW + to + V);;
247;;know +;QW + to + V);;
248;;remember +;QW + to + V);;
249;;explain +;QW + to + V);;
250;;understand +;QW + to + V);;
251;;wonder +;QW + to + V);;
252;;show +;somebody + QW + to + V);;
253;;tell +;somebody + QW + to + V);;
254;;advise +;somebody + QW + to + V);;
255;;teach +;somebody + QW + to + V);;
;;63;;;
256;;It's no use +;V + ing);;
257;;It's no good +;V + ing);;
258;;There's no point in +;V + ing);;
259;;What's the point of +;V + ing);;
260;;It's;not) worth + V + ing);;
261;;Something is worth +;V + ing);;
262;;Have difficulty +;V + ing);;
263;;Have trouble +;V + ing);;
264;;a waste of money +;V + ing);;
265;;a waste of time +;V + ing);;
266;;spend;time) + V + ing);;
267;;waste;time) + V + ing);;
268;;(be) busy +;V + ing);;
269;;go;swim)ming;;
270;;go;sail)ing;;
271;;go;fish)ing;;
272;;go;climb)ing;;
273;;go;ski)ing;;
274;;go;jog)ging;;
275;;go;shop)ping;;
276;;go;sight)seeing;;
;;# THAT/WHAT;;;
277;;rule for what/that;if this world can be clarified right after it, then it is <b>what</b>, otherwise it is <b>that</b><br>She knew what (information) she would tell her boss;;
278;;She knew that/what I would come;that;;
279;;She knew that/what I would buy;what;;
;;;;;
39;;time marker - today;present continuous or present simple or present perfect if action not finished at the time of speaking;;
40;;time marker - this week;present continuous or present simple or present perfect if action not finished at the time of speaking;;
41;;time marker - this year;present continuous or present simple or present perfect if action not finished at the time of speaking;;
42;;time marker - periods around now;present continuous;;
43;;time marker - now;present continuous;;
44;;time marker - still;present continuous or present perfect - subject + still + have/has + V3;;
45;;time marker - at the moment;present continuous;;
46;;time marker - currently;present continuous;;
47;;time marker - tonight;present continuous or present simple or future simple;;
48;;time marker - at present;present continuous;;
49;;time marker - nowadays;present continuous;;
70;;time marker - at weekends;present simple;;
71;;time marker - every day;present simple;;
72;;time marker - every month;present simple;;
73;;time marker - every week;present simple;;
74;;time marker - every year;present simple;;
67;;time marker - every morning;present simple;;
76;;time marker - on Mondays;present simple;;
77;;time marker - regularly;present simple;;
78;;time marker - rarely;present simple;;
81;;time marker - generally;present simple;;
82;;time marker - from time to time;present simple;;
83;;time marker - frequently;present simple;;
84;;time marker - seldom;present simple;;
85;;time marker - occasionally;present simple;;
145;;time marker - just;present perfect, have/has + just + V3;;
146;;time marker - already;present perfect, have/has + already + V3 or in the end;;
147;;time marker - yet;present perfect only negative and questions, in the end;;
148;;time marker - ever;present perfect only questions, have/has + subject + ever + V3?;;
149;;time marker - never;present perfect, have/has + never + V3;;
150;;time marker - not … yet;present perfect;;
151;;time marker - before;present perfect, in the end;;
152;;time marker - lately;present perfect, have/has already V3 or in the end;;
153;;time marker - of late;present perfect, have/has already V3 or in the end;;
154;;time marker - so far;present perfect, in the beginning, middle or end;;
155;;time marker - recently;present perfect, have/has already V3 or in the end;;
156;;time marker - by now;present perfect, in the beginning, middle or end;;
157;;time marker - up to now;present perfect, in the beginning, middle or end;;
158;;time marker - since;present perfect;;
159;;time marker - in the last few days;present perfect;;
160;;time marker - for;present perfect;;
161;;time marker - yesterday;past simple;;
162;;time marker - last year/month/week/night;past simple;;
50;;usage present simple or continuous - get;changes happening around now, present continuous;;
51;;usage present simple or continuous - change;changes happening around now, present continuous;;
52;;usage present simple or continuous - become;changes happening around now, present continuous;;
53;;usage present simple or continuous - increase;changes happening around now, present continuous;;
54;;usage present simple or continuous - rise;changes happening around now, present continuous;;
55;;usage present simple or continuous - fall;changes happening around now, present continuous;;
56;;usage present simple or continuous - grow;changes happening around now, present continuous;;
57;;usage present simple or continuous - improve;changes happening around now, present continuous;;
58;;usage present simple or continuous - begin;changes happening around now, present continuous;;
59;;usage present simple or continuous - start;changes happening around now, present continuous;;
